dataset,clip_index,behaviour,coarse,modal_frac,n_behaviours,label_source,source_clip_index,clip_start_frame,clip_end_frame,clip_src_label
train,139,RGroom,groom,1.0,1,snips_order,518,129500,129750,RGroom_99
train,140,RGroom,groom,1.0,1,snips_order,841,210250,210500,RGroom_54
train,141,FastWalk,locomote,1.0,1,snips_order,619,154750,155000,FastWalk_8
train,142,FastWalk,locomote,1.0,1,snips_order,253,63250,63500,FastWalk_49
train,143,Walk,locomote,1.0,1,snips_order,367,91750,92000,Walk_37
train,144,Walk,locomote,1.0,1,snips_order,471,117750,118000,Walk_189
train,145,Rear,rear,1.0,1,snips_order,45,11250,11500,Rear_8
train,146,FaceGroom,groom,1.0,1,snips_order,720,180000,180250,FaceGroom_80
train,147,FastWalk,locomote,1.0,1,snips_order,366,91500,91750,FastWalk_68
train,148,RGroom,groom,1.0,1,snips_order,39,9750,10000,RGroom_116
train,149,Rear,rear,1.0,1,snips_order,18,4500,4750,Rear_87
train,150,FastWalk,locomote,1.0,1,snips_order,679,169750,170000,FastWalk_118
train,151,Walk,locomote,1.0,1,snips_order,308,77000,77250,Walk_38
train,152,FaceGroom,groom,1.0,1,snips_order,613,153250,153500,FaceGroom_44
train,153,Rear,rear,1.0,1,snips_order,50,12500,12750,Rear_28
train,154,FaceGroom,groom,1.0,1,snips_order,807,201750,202000,FaceGroom_158
train,155,FaceGroom,groom,1.0,1,snips_order,175,43750,44000,FaceGroom_87
train,156,LGroom,groom,1.0,1,snips_order,612,153000,153250,LGroom_186
train,157,Walk,locomote,1.0,1,snips_order,122,30500,30750,Walk_133
train,158,FastWalk,locomote,1.0,1,snips_order,378,94500,94750,FastWalk_146
train,159,Rear,rear,1.0,1,snips_order,631,157750,158000,Rear_158
train,160,FaceGroom,groom,1.0,1,snips_order,10,2500,2750,FaceGroom_101
train,161,RGroom,groom,1.0,1,snips_order,487,121750,122000,RGroom_26
train,162,FaceGroom,groom,1.0,1,snips_order,68,17000,17250,FaceGroom_113
train,163,FaceGroom,groom,1.0,1,snips_order,271,67750,68000,FaceGroom_132
train,164,Rear,rear,1.0,1,snips_order,831,207750,208000,Rear_136
train,165,Walk,locomote,1.0,1,snips_order,668,167000,167250,Walk_99
train,166,Walk,locomote,1.0,1,snips_order,744,186000,186250,Walk_172
train,167,Rear,rear,1.0,1,snips_order,249,62250,62500,Rear_108
train,168,Walk,locomote,1.0,1,snips_order,382,95500,95750,Walk_76
train,169,RGroom,groom,1.0,1,snips_order,838,209500,209750,RGroom_128
train,170,Walk,locomote,1.0,1,snips_order,2,500,750,Walk_174
train,171,Walk,locomote,1.0,1,snips_order,833,208250,208500,Walk_53
train,172,FaceGroom,groom,1.0,1,snips_order,477,119250,119500,FaceGroom_131
train,173,Rear,rear,1.0,1,snips_order,239,59750,60000,Rear_73
train,174,FaceGroom,groom,1.0,1,snips_order,210,52500,52750,FaceGroom_77
train,175,LGroom,groom,1.0,1,snips_order,511,127750,128000,LGroom_54
train,176,RGroom,groom,1.0,1,snips_order,787,196750,197000,RGroom_7
train,177,FastWalk,locomote,1.0,1,snips_order,776,194000,194250,FastWalk_32
train,178,Walk,locomote,1.0,1,snips_order,441,110250,110500,Walk_55
train,179,FaceGroom,groom,1.0,1,snips_order,428,107000,107250,FaceGroom_188
train,180,RGroom,groom,1.0,1,snips_order,775,193750,194000,RGroom_192
train,181,Walk,locomote,1.0,1,snips_order,761,190250,190500,Walk_42
train,182,Walk,locomote,1.0,1,snips_order,489,122250,122500,Walk_97
train,183,Walk,locomote,1.0,1,snips_order,816,204000,204250,Walk_134
train,184,FastWalk,locomote,1.0,1,snips_order,530,132500,132750,FastWalk_142
train,185,Walk,locomote,1.0,1,snips_order,231,57750,58000,Walk_161
train,186,FastWalk,locomote,1.0,1,snips_order,333,83250,83500,FastWalk_44
train,187,RGroom,groom,1.0,1,snips_order,71,17750,18000,RGroom_149
train,188,FastWalk,locomote,1.0,1,snips_order,49,12250,12500,FastWalk_107
train,189,FastWalk,locomote,1.0,1,snips_order,745,186250,186500,FastWalk_10
train,190,FaceGroom,groom,1.0,1,snips_order,278,69500,69750,FaceGroom_15
train,191,Walk,locomote,1.0,1,snips_order,503,125750,126000,Walk_20
train,192,FastWalk,locomote,1.0,1,snips_order,116,29000,29250,FastWalk_190
train,193,Rear,rear,1.0,1,snips_order,37,9250,9500,Rear_53
train,194,RGroom,groom,1.0,1,snips_order,202,50500,50750,RGroom_32
train,195,RGroom,groom,1.0,1,snips_order,48,12000,12250,RGroom_154
train,196,LGroom,groom,1.0,1,snips_order,236,59000,59250,LGroom_57
train,197,FastWalk,locomote,1.0,1,snips_order,676,169000,169250,FastWalk_187
train,198,LGroom,groom,1.0,1,snips_order,576,144000,144250,LGroom_158
train,199,FastWalk,locomote,1.0,1,snips_order,516,129000,129250,FastWalk_13
train,200,FastWalk,locomote,1.0,1,snips_order,338,84500,84750,FastWalk_195
train,201,FaceGroom,groom,1.0,1,snips_order,214,53500,53750,FaceGroom_120
train,202,FastWalk,locomote,1.0,1,snips_order,76,19000,19250,FastWalk_122
train,203,Rear,rear,1.0,1,snips_order,64,16000,16250,Rear_128
train,204,LGroom,groom,1.0,1,snips_order,671,167750,168000,LGroom_83
train,205,FastWalk,locomote,1.0,1,snips_order,52,13000,13250,FastWalk_154
train,206,Walk,locomote,1.0,1,snips_order,372,93000,93250,Walk_132
train,207,Walk,locomote,1.0,1,snips_order,553,138250,138500,Walk_119
train,208,FastWalk,locomote,1.0,1,snips_order,266,66500,66750,FastWalk_9
train,209,Walk,locomote,1.0,1,snips_order,790,197500,197750,Walk_30
train,210,FastWalk,locomote,1.0,1,snips_order,546,136500,136750,FastWalk_36
train,211,FaceGroom,groom,1.0,1,snips_order,356,89000,89250,FaceGroom_33
train,212,FastWalk,locomote,1.0,1,snips_order,34,8500,8750,FastWalk_64
train,213,FastWalk,locomote,1.0,1,snips_order,354,88500,88750,FastWalk_196
train,214,Walk,locomote,1.0,1,snips_order,647,161750,162000,Walk_193
train,215,Rear,rear,1.0,1,snips_order,222,55500,55750,Rear_80
train,216,FaceGroom,groom,1.0,1,snips_order,118,29500,29750,FaceGroom_39
train,217,Rear,rear,1.0,1,snips_order,12,3000,3250,Rear_191
train,218,LGroom,groom,1.0,1,snips_order,157,39250,39500,LGroom_7
train,219,RGroom,groom,1.0,1,snips_order,422,105500,105750,RGroom_12
train,220,FastWalk,locomote,1.0,1,snips_order,768,192000,192250,FastWalk_72
train,221,Rear,rear,1.0,1,snips_order,127,31750,32000,Rear_49
train,222,LGroom,groom,1.0,1,snips_order,828,207000,207250,LGroom_109
train,223,Rear,rear,1.0,1,snips_order,181,45250,45500,Rear_186
train,224,FaceGroom,groom,1.0,1,snips_order,413,103250,103500,FaceGroom_116
train,225,LGroom,groom,1.0,1,snips_order,311,77750,78000,LGroom_168
train,226,Walk,locomote,1.0,1,snips_order,97,24250,24500,Walk_102
train,227,Rear,rear,1.0,1,snips_order,587,146750,147000,Rear_62
train,228,RGroom,groom,1.0,1,snips_order,304,76000,76250,RGroom_5
train,229,Walk,locomote,1.0,1,snips_order,272,68000,68250,Walk_139
train,230,RGroom,groom,1.0,1,snips_order,788,197000,197250,RGroom_97
train,231,FastWalk,locomote,1.0,1,snips_order,806,201500,201750,FastWalk_37
train,232,Rear,rear,1.0,1,snips_order,519,129750,130000,Rear_180
train,233,FaceGroom,groom,1.0,1,snips_order,834,208500,208750,FaceGroom_192
train,234,Walk,locomote,1.0,1,snips_order,482,120500,120750,Walk_10
train,235,FastWalk,locomote,1.0,1,snips_order,747,186750,187000,FastWalk_40
train,236,FastWalk,locomote,1.0,1,snips_order,395,98750,99000,FastWalk_152
train,237,FaceGroom,groom,1.0,1,snips_order,658,164500,164750,FaceGroom_153
train,238,FaceGroom,groom,1.0,1,snips_order,566,141500,141750,FaceGroom_75
train,239,Walk,locomote,1.0,1,snips_order,641,160250,160500,Walk_98
train,240,FastWalk,locomote,1.0,1,snips_order,793,198250,198500,FastWalk_127
train,241,FaceGroom,groom,1.0,1,snips_order,17,4250,4500,FaceGroom_53
train,242,FastWalk,locomote,1.0,1,snips_order,604,151000,151250,FastWalk_61
train,243,FastWalk,locomote,1.0,1,snips_order,408,102000,102250,FastWalk_139
train,244,Rear,rear,1.0,1,snips_order,279,69750,70000,Rear_3
train,245,FaceGroom,groom,1.0,1,snips_order,317,79250,79500,FaceGroom_64
train,246,FastWalk,locomote,1.0,1,snips_order,406,101500,101750,FastWalk_94
train,247,Walk,locomote,1.0,1,snips_order,299,74750,75000,Walk_24
train,248,Rear,rear,1.0,1,snips_order,462,115500,115750,Rear_129
train,249,Walk,locomote,1.0,1,snips_order,363,90750,91000,Walk_86
train,250,Rear,rear,1.0,1,snips_order,312,78000,78250,Rear_18
train,251,Rear,rear,1.0,1,snips_order,771,192750,193000,Rear_172
train,252,Walk,locomote,1.0,1,snips_order,242,60500,60750,Walk_145
train,253,Walk,locomote,1.0,1,snips_order,443,110750,111000,Walk_56
train,254,FastWalk,locomote,1.0,1,snips_order,452,113000,113250,FastWalk_31
train,255,FastWalk,locomote,1.0,1,snips_order,170,42500,42750,FastWalk_19
train,256,Rear,rear,1.0,1,snips_order,187,46750,47000,Rear_67
train,257,FastWalk,locomote,1.0,1,snips_order,758,189500,189750,FastWalk_102
train,258,FastWalk,locomote,1.0,1,snips_order,374,93500,93750,FastWalk_111
train,259,FaceGroom,groom,1.0,1,snips_order,618,154500,154750,FaceGroom_45
train,260,Walk,locomote,1.0,1,snips_order,778,194500,194750,Walk_191
train,261,LGroom,groom,1.0,1,snips_order,78,19500,19750,LGroom_12
train,262,RGroom,groom,1.0,1,snips_order,362,90500,90750,RGroom_17
train,263,Walk,locomote,1.0,1,snips_order,198,49500,49750,Walk_114
train,264,FastWalk,locomote,1.0,1,snips_order,753,188250,188500,FastWalk_83
train,265,LGroom,groom,1.0,1,snips_order,609,152250,152500,LGroom_27
train,266,Rear,rear,1.0,1,snips_order,561,140250,140500,Rear_17
train,267,Rear,rear,1.0,1,snips_order,351,87750,88000,Rear_110
train,268,LGroom,groom,1.0,1,snips_order,21,5250,5500,LGroom_101
train,269,Rear,rear,1.0,1,snips_order,741,185250,185500,Rear_34
train,270,FastWalk,locomote,1.0,1,snips_order,250,62500,62750,FastWalk_91
train,271,RGroom,groom,1.0,1,snips_order,243,60750,61000,RGroom_74
train,272,Walk,locomote,1.0,1,snips_order,458,114500,114750,Walk_82
train,273,FastWalk,locomote,1.0,1,snips_order,35,8750,9000,FastWalk_115
train,274,Rear,rear,1.0,1,snips_order,81,20250,20500,Rear_89
train,275,FaceGroom,groom,1.0,1,snips_order,159,39750,40000,FaceGroom_181
train,276,Walk,locomote,1.0,1,snips_order,453,113250,113500,Walk_96
train,277,RGroom,groom,1.0,1,snips_order,310,77500,77750,RGroom_83
train,278,FastWalk,locomote,1.0,1,snips_order,109,27250,27500,FastWalk_33
train,279,FaceGroom,groom,1.0,1,snips_order,465,116250,116500,FaceGroom_123
train,280,FastWalk,locomote,1.0,1,snips_order,380,95000,95250,FastWalk_109
train,281,FaceGroom,groom,1.0,1,snips_order,92,23000,23250,FaceGroom_49
train,282,FastWalk,locomote,1.0,1,snips_order,821,205250,205500,FastWalk_97
train,283,FastWalk,locomote,1.0,1,snips_order,447,111750,112000,FastWalk_24
train,284,Rear,rear,1.0,1,snips_order,827,206750,207000,Rear_39
train,285,Walk,locomote,1.0,1,snips_order,211,52750,53000,Walk_26
train,286,FastWalk,locomote,1.0,1,snips_order,412,103000,103250,FastWalk_137
train,287,RGroom,groom,1.0,1,snips_order,165,41250,41500,RGroom_52
train,288,FastWalk,locomote,1.0,1,snips_order,238,59500,59750,FastWalk_82
train,289,Walk,locomote,1.0,1,snips_order,188,47000,47250,Walk_14
train,290,Walk,locomote,1.0,1,snips_order,403,100750,101000,Walk_70
train,291,FastWalk,locomote,1.0,1,snips_order,521,130250,130500,FastWalk_88
train,292,FastWalk,locomote,1.0,1,snips_order,392,98000,98250,FastWalk_1
train,293,RGroom,groom,1.0,1,snips_order,774,193500,193750,RGroom_31
train,294,LGroom,groom,1.0,1,snips_order,726,181500,181750,LGroom_134
train,295,FastWalk,locomote,1.0,1,snips_order,155,38750,39000,FastWalk_57
train,296,FastWalk,locomote,1.0,1,snips_order,337,84250,84500,FastWalk_17
train,297,FaceGroom,groom,1.0,1,snips_order,653,163250,163500,FaceGroom_41
train,298,FastWalk,locomote,1.0,1,snips_order,436,109000,109250,FastWalk_126
train,299,FaceGroom,groom,1.0,1,snips_order,390,97500,97750,FaceGroom_8
train,300,LGroom,groom,1.0,1,snips_order,66,16500,16750,LGroom_106
train,301,Walk,locomote,1.0,1,snips_order,526,131500,131750,Walk_188
train,302,FastWalk,locomote,1.0,1,snips_order,416,104000,104250,FastWalk_90
train,303,RGroom,groom,1.0,1,snips_order,268,67000,67250,RGroom_151
train,304,Rear,rear,1.0,1,snips_order,161,40250,40500,Rear_36
train,305,FastWalk,locomote,1.0,1,snips_order,573,143250,143500,FastWalk_46
train,306,RGroom,groom,1.0,1,snips_order,346,86500,86750,RGroom_14
train,307,Walk,locomote,1.0,1,snips_order,567,141750,142000,Walk_16
train,308,FaceGroom,groom,1.0,1,snips_order,350,87500,87750,FaceGroom_179
train,309,Walk,locomote,1.0,1,snips_order,585,146250,146500,Walk_8
train,310,FastWalk,locomote,1.0,1,snips_order,475,118750,119000,FastWalk_7
train,311,FastWalk,locomote,1.0,1,snips_order,737,184250,184500,FastWalk_80
train,312,FaceGroom,groom,1.0,1,snips_order,523,130750,131000,FaceGroom_160
train,313,LGroom,groom,1.0,1,snips_order,229,57250,57500,LGroom_183
train,314,FastWalk,locomote,1.0,1,snips_order,590,147500,147750,FastWalk_51
train,315,RGroom,groom,1.0,1,snips_order,320,80000,80250,RGroom_190
train,316,FastWalk,locomote,1.0,1,snips_order,220,55000,55250,FastWalk_155
train,317,FastWalk,locomote,1.0,1,snips_order,767,191750,192000,FastWalk_98
train,318,FaceGroom,groom,1.0,1,snips_order,460,115000,115250,FaceGroom_157
train,319,FaceGroom,groom,1.0,1,snips_order,651,162750,163000,FaceGroom_63
train,320,FastWalk,locomote,1.0,1,snips_order,746,186500,186750,FastWalk_53
train,321,FastWalk,locomote,1.0,1,snips_order,15,3750,4000,FastWalk_76
train,322,Rear,rear,1.0,1,snips_order,245,61250,61500,Rear_44
train,323,Walk,locomote,1.0,1,snips_order,649,162250,162500,Walk_122
train,324,FaceGroom,groom,1.0,1,snips_order,6,1500,1750,FaceGroom_82
train,325,Walk,locomote,1.0,1,snips_order,389,97250,97500,Walk_149
train,326,Rear,rear,1.0,1,snips_order,669,167250,167500,Rear_9
train,327,FastWalk,locomote,1.0,1,snips_order,104,26000,26250,FastWalk_100
train,328,FaceGroom,groom,1.0,1,snips_order,303,75750,76000,FaceGroom_74
train,329,FastWalk,locomote,1.0,1,snips_order,638,159500,159750,FastWalk_71
train,330,Rear,rear,1.0,1,snips_order,495,123750,124000,Rear_24
train,331,FastWalk,locomote,1.0,1,snips_order,302,75500,75750,FastWalk_117
train,332,FastWalk,locomote,1.0,1,snips_order,51,12750,13000,FastWalk_108
train,333,LGroom,groom,1.0,1,snips_order,90,22500,22750,LGroom_45
train,334,Rear,rear,1.0,1,snips_order,531,132750,133000,Rear_52
train,335,Walk,locomote,1.0,1,snips_order,494,123500,123750,Walk_3
train,336,LGroom,groom,1.0,1,snips_order,397,99250,99500,LGroom_38
train,337,Rear,rear,1.0,1,snips_order,218,54500,54750,Rear_33
train,338,Rear,rear,1.0,1,snips_order,634,158500,158750,Rear_154
train,339,FaceGroom,groom,1.0,1,snips_order,361,90250,90500,FaceGroom_48
train,340,FaceGroom,groom,1.0,1,snips_order,205,51250,51500,FaceGroom_62
train,341,FastWalk,locomote,1.0,1,snips_order,476,119000,119250,FastWalk_114
train,342,Walk,locomote,1.0,1,snips_order,190,47500,47750,Walk_131
train,343,FaceGroom,groom,1.0,1,snips_order,557,139250,139500,FaceGroom_109
train,344,RGroom,groom,1.0,1,snips_order,466,116500,116750,RGroom_118
train,345,FaceGroom,groom,1.0,1,snips_order,194,48500,48750,FaceGroom_161
train,346,Walk,locomote,1.0,1,snips_order,722,180500,180750,Walk_77
train,347,Rear,rear,1.0,1,snips_order,132,33000,33250,Rear_182
train,348,FaceGroom,groom,1.0,1,snips_order,233,58250,58500,FaceGroom_78
train,349,Rear,rear,1.0,1,snips_order,173,43250,43500,Rear_103
train,350,FastWalk,locomote,1.0,1,snips_order,178,44500,44750,FastWalk_106
train,351,Walk,locomote,1.0,1,snips_order,313,78250,78500,Walk_118
train,352,Walk,locomote,1.0,1,snips_order,315,78750,79000,Walk_91
train,353,FaceGroom,groom,1.0,1,snips_order,812,203000,203250,FaceGroom_164
train,354,Walk,locomote,1.0,1,snips_order,640,160000,160250,Walk_166
train,355,FastWalk,locomote,1.0,1,snips_order,206,51500,51750,FastWalk_153
train,356,Rear,rear,1.0,1,snips_order,803,200750,201000,Rear_148
train,357,LGroom,groom,1.0,1,snips_order,424,106000,106250,LGroom_61
train,358,Walk,locomote,1.0,1,snips_order,96,24000,24250,Walk_39
train,359,FaceGroom,groom,1.0,1,snips_order,485,121250,121500,FaceGroom_31
train,360,FaceGroom,groom,1.0,1,snips_order,721,180250,180500,FaceGroom_115
train,361,FaceGroom,groom,1.0,1,snips_order,402,100500,100750,FaceGroom_162
train,362,LGroom,groom,1.0,1,snips_order,74,18500,18750,LGroom_167
train,363,RGroom,groom,1.0,1,snips_order,89,22250,22500,RGroom_38
train,364,FastWalk,locomote,1.0,1,snips_order,500,125000,125250,FastWalk_45
train,365,Walk,locomote,1.0,1,snips_order,179,44750,45000,Walk_34
train,366,FastWalk,locomote,1.0,1,snips_order,434,108500,108750,FastWalk_84
train,367,RGroom,groom,1.0,1,snips_order,0,0,250,RGroom_4
train,368,Rear,rear,1.0,1,snips_order,46,11500,11750,Rear_70
train,369,FastWalk,locomote,1.0,1,snips_order,171,42750,43000,FastWalk_180
train,370,Rear,rear,1.0,1,snips_order,672,168000,168250,Rear_122
train,371,RGroom,groom,1.0,1,snips_order,456,114000,114250,RGroom_159
train,372,FastWalk,locomote,1.0,1,snips_order,107,26750,27000,FastWalk_34
train,373,Walk,locomote,1.0,1,snips_order,664,166000,166250,Walk_90
train,374,Rear,rear,1.0,1,snips_order,133,33250,33500,Rear_15
train,375,FastWalk,locomote,1.0,1,snips_order,533,133250,133500,FastWalk_131
train,376,RGroom,groom,1.0,1,snips_order,223,55750,56000,RGroom_165
train,377,RGroom,groom,1.0,1,snips_order,570,142500,142750,RGroom_153
train,378,FaceGroom,groom,1.0,1,snips_order,327,81750,82000,FaceGroom_7
train,379,FastWalk,locomote,1.0,1,snips_order,386,96500,96750,FastWalk_198
train,380,FastWalk,locomote,1.0,1,snips_order,102,25500,25750,FastWalk_58
train,381,Rear,rear,1.0,1,snips_order,592,148000,148250,Rear_77
train,382,LGroom,groom,1.0,1,snips_order,108,27000,27250,LGroom_129
train,383,FastWalk,locomote,1.0,1,snips_order,213,53250,53500,FastWalk_183
train,384,FastWalk,locomote,1.0,1,snips_order,701,175250,175500,FastWalk_74
train,385,Walk,locomote,1.0,1,snips_order,496,124000,124250,Walk_151
train,386,FaceGroom,groom,1.0,1,snips_order,584,146000,146250,FaceGroom_16
train,387,FaceGroom,groom,1.0,1,snips_order,246,61500,61750,FaceGroom_51
train,388,Walk,locomote,1.0,1,snips_order,814,203500,203750,Walk_5
train,389,Rear,rear,1.0,1,snips_order,582,145500,145750,Rear_104
train,390,FastWalk,locomote,1.0,1,snips_order,125,31250,31500,FastWalk_169
train,391,Rear,rear,1.0,1,snips_order,135,33750,34000,Rear_97
train,392,LGroom,groom,1.0,1,snips_order,685,171250,171500,LGroom_144
train,393,Walk,locomote,1.0,1,snips_order,505,126250,126500,Walk_112
train,394,Rear,rear,1.0,1,snips_order,365,91250,91500,Rear_126
train,395,FastWalk,locomote,1.0,1,snips_order,682,170500,170750,FastWalk_135
train,396,Walk,locomote,1.0,1,snips_order,224,56000,56250,Walk_45
train,397,Rear,rear,1.0,1,snips_order,26,6500,6750,Rear_27
train,398,Rear,rear,1.0,1,snips_order,439,109750,110000,Rear_78
train,399,Walk,locomote,1.0,1,snips_order,620,155000,155250,Walk_36
train,400,FaceGroom,groom,1.0,1,snips_order,666,166500,166750,FaceGroom_195
train,401,FaceGroom,groom,1.0,1,snips_order,502,125500,125750,FaceGroom_173
train,402,LGroom,groom,1.0,1,snips_order,425,106250,106500,LGroom_55
train,403,FaceGroom,groom,1.0,1,snips_order,3,750,1000,FaceGroom_0
train,404,FaceGroom,groom,1.0,1,snips_order,134,33500,33750,FaceGroom_50
train,405,Rear,rear,1.0,1,snips_order,325,81250,81500,Rear_114
train,406,Rear,rear,1.0,1,snips_order,355,88750,89000,Rear_13
train,407,FaceGroom,groom,1.0,1,snips_order,440,110000,110250,FaceGroom_174
train,408,Rear,rear,1.0,1,snips_order,186,46500,46750,Rear_31
train,409,Walk,locomote,1.0,1,snips_order,645,161250,161500,Walk_171
train,410,FastWalk,locomote,1.0,1,snips_order,295,73750,74000,FastWalk_113
train,411,Walk,locomote,1.0,1,snips_order,704,176000,176250,Walk_66
train,412,FastWalk,locomote,1.0,1,snips_order,635,158750,159000,FastWalk_62
train,413,Rear,rear,1.0,1,snips_order,385,96250,96500,Rear_184
train,414,Walk,locomote,1.0,1,snips_order,796,199000,199250,Walk_103
train,415,LGroom,groom,1.0,1,snips_order,665,166250,166500,LGroom_80
train,416,FaceGroom,groom,1.0,1,snips_order,824,206000,206250,FaceGroom_13
train,417,RGroom,groom,1.0,1,snips_order,781,195250,195500,RGroom_181
train,418,LGroom,groom,1.0,1,snips_order,225,56250,56500,LGroom_65
train,419,FastWalk,locomote,1.0,1,snips_order,739,184750,185000,FastWalk_124
train,420,FaceGroom,groom,1.0,1,snips_order,330,82500,82750,FaceGroom_147
train,421,FastWalk,locomote,1.0,1,snips_order,369,92250,92500,FastWalk_188
train,422,Rear,rear,1.0,1,snips_order,572,143000,143250,Rear_174
train,423,FaceGroom,groom,1.0,1,snips_order,332,83000,83250,FaceGroom_154
train,424,Walk,locomote,1.0,1,snips_order,451,112750,113000,Walk_125
train,425,Walk,locomote,1.0,1,snips_order,419,104750,105000,Walk_186
train,426,FastWalk,locomote,1.0,1,snips_order,650,162500,162750,FastWalk_21
train,427,LGroom,groom,1.0,1,snips_order,577,144250,144500,LGroom_87
train,428,Walk,locomote,1.0,1,snips_order,799,199750,200000,Walk_167
train,429,FaceGroom,groom,1.0,1,snips_order,404,101000,101250,FaceGroom_171
train,430,LGroom,groom,1.0,1,snips_order,415,103750,104000,LGroom_52
train,431,FaceGroom,groom,1.0,1,snips_order,63,15750,16000,FaceGroom_2
train,432,RGroom,groom,1.0,1,snips_order,571,142750,143000,RGroom_19
train,433,Rear,rear,1.0,1,snips_order,596,149000,149250,Rear_107
train,434,FaceGroom,groom,1.0,1,snips_order,360,90000,90250,FaceGroom_129
train,435,Rear,rear,1.0,1,snips_order,479,119750,120000,Rear_81
train,436,FastWalk,locomote,1.0,1,snips_order,636,159000,159250,FastWalk_140
train,437,FaceGroom,groom,1.0,1,snips_order,809,202250,202500,FaceGroom_135
train,438,FastWalk,locomote,1.0,1,snips_order,112,28000,28250,FastWalk_56
train,439,RGroom,groom,1.0,1,snips_order,593,148250,148500,RGroom_35
train,440,LGroom,groom,1.0,1,snips_order,738,184500,184750,LGroom_182
train,441,Rear,rear,1.0,1,snips_order,20,5000,5250,Rear_171
train,442,Rear,rear,1.0,1,snips_order,65,16250,16500,Rear_115
train,443,LGroom,groom,1.0,1,snips_order,298,74500,74750,LGroom_99
train,444,Rear,rear,1.0,1,snips_order,126,31500,31750,Rear_26
train,445,Rear,rear,1.0,1,snips_order,259,64750,65000,Rear_82
train,446,Walk,locomote,1.0,1,snips_order,522,130500,130750,Walk_136
train,447,LGroom,groom,1.0,1,snips_order,628,157000,157250,LGroom_66
train,448,FaceGroom,groom,1.0,1,snips_order,762,190500,190750,FaceGroom_189
train,449,Rear,rear,1.0,1,snips_order,420,105000,105250,Rear_140
train,450,FastWalk,locomote,1.0,1,snips_order,597,149250,149500,FastWalk_48
train,451,RGroom,groom,1.0,1,snips_order,339,84750,85000,RGroom_51
train,452,Rear,rear,1.0,1,snips_order,384,96000,96250,Rear_10
train,453,FastWalk,locomote,1.0,1,snips_order,713,178250,178500,FastWalk_177
train,454,Rear,rear,1.0,1,snips_order,137,34250,34500,Rear_176
train,455,Walk,locomote,1.0,1,snips_order,105,26250,26500,Walk_127
train,456,LGroom,groom,1.0,1,snips_order,7,1750,2000,LGroom_51
train,457,FaceGroom,groom,1.0,1,snips_order,342,85500,85750,FaceGroom_14
train,458,LGroom,groom,1.0,1,snips_order,435,108750,109000,LGroom_194
train,459,Walk,locomote,1.0,1,snips_order,769,192250,192500,Walk_74
train,460,FastWalk,locomote,1.0,1,snips_order,309,77250,77500,FastWalk_101
train,461,Rear,rear,1.0,1,snips_order,700,175000,175250,Rear_91
train,462,RGroom,groom,1.0,1,snips_order,417,104250,104500,RGroom_37
train,463,RGroom,groom,1.0,1,snips_order,696,174000,174250,RGroom_47
train,464,RGroom,groom,1.0,1,snips_order,716,179000,179250,RGroom_129
train,465,RGroom,groom,1.0,1,snips_order,407,101750,102000,RGroom_24
train,466,FaceGroom,groom,1.0,1,snips_order,185,46250,46500,FaceGroom_133
train,467,RGroom,groom,1.0,1,snips_order,580,145000,145250,RGroom_57
train,468,Walk,locomote,1.0,1,snips_order,353,88250,88500,Walk_41
train,469,Walk,locomote,1.0,1,snips_order,538,134500,134750,Walk_78
train,470,Rear,rear,1.0,1,snips_order,153,38250,38500,Rear_46
train,471,Walk,locomote,1.0,1,snips_order,54,13500,13750,Walk_95
train,472,Walk,locomote,1.0,1,snips_order,30,7500,7750,Walk_2
train,473,FaceGroom,groom,1.0,1,snips_order,343,85750,86000,FaceGroom_139
train,474,Walk,locomote,1.0,1,snips_order,748,187000,187250,Walk_23
train,475,FaceGroom,groom,1.0,1,snips_order,100,25000,25250,FaceGroom_3
train,476,FastWalk,locomote,1.0,1,snips_order,674,168500,168750,FastWalk_66
train,477,FastWalk,locomote,1.0,1,snips_order,694,173500,173750,FastWalk_15
train,478,RGroom,groom,1.0,1,snips_order,792,198000,198250,RGroom_130
train,479,LGroom,groom,1.0,1,snips_order,237,59250,59500,LGroom_64
train,480,LGroom,groom,1.0,1,snips_order,730,182500,182750,LGroom_112
train,481,Walk,locomote,1.0,1,snips_order,56,14000,14250,Walk_73
train,482,FaceGroom,groom,1.0,1,snips_order,400,100000,100250,FaceGroom_32
train,483,FaceGroom,groom,1.0,1,snips_order,60,15000,15250,FaceGroom_107
train,484,Walk,locomote,1.0,1,snips_order,683,170750,171000,Walk_27
train,485,Walk,locomote,1.0,1,snips_order,492,123000,123250,Walk_128
train,486,FaceGroom,groom,1.0,1,snips_order,468,117000,117250,FaceGroom_76
train,487,Walk,locomote,1.0,1,snips_order,625,156250,156500,Walk_50
train,488,FaceGroom,groom,1.0,1,snips_order,749,187250,187500,FaceGroom_27
train,489,Rear,rear,1.0,1,snips_order,262,65500,65750,Rear_155
train,490,FastWalk,locomote,1.0,1,snips_order,535,133750,134000,FastWalk_87
train,491,FaceGroom,groom,1.0,1,snips_order,264,66000,66250,FaceGroom_118
train,492,FastWalk,locomote,1.0,1,snips_order,473,118250,118500,FastWalk_78
train,493,FastWalk,locomote,1.0,1,snips_order,779,194750,195000,FastWalk_2
train,494,FastWalk,locomote,1.0,1,snips_order,22,5500,5750,FastWalk_184
train,495,FaceGroom,groom,1.0,1,snips_order,208,52000,52250,FaceGroom_175
